UNIQUE_NUMBER,Years_Present,TESTING_DATE
P37G,2015,7/26/2016
P37G,2016,7/26/2016
P37G,2017,7/26/2016
P37H,2014,7/6/2017
P37H,2015,7/6/2017
P37H,2016,7/6/2017
P37H,2017,7/6/2017
P37K,2014,NA
P37K,2015,NA
P37K,2016,NA
P37M,2014,7/26/2016
P37M,2015,7/26/2016
P37M,2016,7/26/2016
P37M,2017,7/26/2016
P37N,2014,7/26/2016
P37N,2015,7/26/2016
P37N,2016,7/26/2016
P37N,2017,7/26/2016
P37R,2015,NA
P37R,2016,NA
P37R,2017,NA
P37T,2014,7/26/2016
P37T,2015,7/26/2016
P37T,2016,7/26/2016
P37T,2017,7/26/2016
P37V,2014,NA
P37V,2015,NA
P37V,2016,NA
P37W,2014,NA
P37W,2015,NA
P37W,2016,NA
P37Y,2014,7/26/2016
P37Y,2015,7/26/2016
P37Y,2016,7/26/2016
P37Y,2017,7/26/2016
P380,2014,NA
P380,2015,NA
P380,2016,NA
P381,2015,NA
P381,2016,NA
P381,2017,NA
P381,2018,NA
P381,2019,NA
P382,2014,NA
P382,2015,NA
P382,2016,NA
P382,2017,NA
P383,2014,6/9/2017
P383,2015,6/9/2017
P383,2016,6/9/2017
P383,2017,6/9/2017
P384,2014,NA
P384,2015,NA
P384,2016,NA
P385,2014,NA
P385,2015,NA
P385,2016,NA
P386,2015,NA
P386,2016,NA
P386,2017,NA
P386,2018,NA
P387,2014,6/9/2017
P387,2015,6/9/2017
P387,2016,6/9/2017
P387,2017,6/9/2017
P388,2014,NA
P388,2015,NA
P388,2016,NA
P389,2014,NA
P389,2015,NA
P389,2016,NA
P38B,2014,6/9/2017
P38B,2015,6/9/2017
P38B,2016,6/9/2017
P38B,2017,6/9/2017
P38C,2015,NA
P38C,2016,NA
P38C,2017,NA
P38F,2014,1/11/2018
P38F,2015,1/11/2018
P38F,2016,1/11/2018
P38F,2017,1/11/2018
P38G,2014,NA
P38G,2015,NA
P38G,2016,NA
P38H,2014,NA
P38H,2015,NA
P38H,2016,NA
P38H,2017,NA
P38J,2015,NA
P38J,2016,NA
P38J,2017,NA
P38J,2018,NA
P38K,2014,NA
P38K,2015,NA
P38K,2016,NA
P38L,2015,2/28/2019
P38L,2016,2/28/2019
P38L,2017,2/28/2019
P38L,2018,2/28/2019
P38M,2014,1/12/2018
P38M,2015,1/12/2018
P38M,2016,1/12/2018
P38M,2017,1/12/2018
P38N,2014,6/9/2017
P38N,2015,6/9/2017
P38N,2016,6/9/2017
P38N,2017,6/9/2017
P38P,2015,12/1/2021
P38P,2016,12/1/2021
P38P,2017,12/1/2021
P38P,2018,12/1/2021
P38P,2019,12/1/2021
P38P,2020,12/1/2021
P38P,2021,12/1/2021
P38P,2022,12/1/2021
P38Q,2014,6/9/2017
P38Q,2015,6/9/2017
P38Q,2016,6/9/2017
P38Q,2017,6/9/2017
P38R,2015,3/28/2017
P38R,2016,3/28/2017
P38R,2017,3/28/2017
P38R,2018,3/28/2017
P38R,2019,3/28/2017
P38T,2015,NA
P38T,2016,NA
P38T,2017,NA
P38T,2018,NA
P38V,2014,NA
P38V,2015,NA
P38V,2016,NA
P38W,2014,NA
P38W,2015,NA
P38W,2016,NA
P38X,2014,NA
P38X,2015,NA
P38X,2016,NA
P38Y,2014,NA
P38Y,2015,NA
P38Y,2016,NA
P390,2015,NA
P390,2016,NA
P390,2017,NA
P390,2018,NA
P391,2014,NA
P391,2015,NA
P391,2016,NA
P391,2017,NA
P392,2015,NA
P392,2016,NA
P392,2017,NA
P393,2015,NA
P393,2016,NA
P393,2017,NA
P393,2018,NA
P394,2014,6/9/2017
P394,2015,6/9/2017
P394,2016,6/9/2017
P394,2017,6/9/2017
P395,2015,NA
P395,2016,NA
P395,2017,NA
P395,2018,NA
P396,2014,6/9/2017
P396,2015,6/9/2017
P396,2016,6/9/2017
P396,2017,6/9/2017
P397,2014,NA
P397,2015,NA
P397,2016,NA
P397,2017,NA
P398,2014,6/9/2017
P398,2015,6/9/2017
P398,2016,6/9/2017
P398,2017,6/9/2017
P399,2014,6/9/2017
P399,2015,6/9/2017
P399,2016,6/9/2017
P399,2017,6/9/2017
P39B,2015,NA
P39B,2016,NA
P39B,2017,NA
P39C,2015,NA
P39C,2016,NA
P39C,2017,NA
P39F,2015,NA
P39F,2016,NA
P39F,2017,NA
P39G,2015,7/1/2017
P39G,2016,7/1/2017
P39G,2017,7/1/2017
P39H,2015,NA
P39H,2016,NA
P39H,2017,NA
P39J,2015,NA
P39J,2016,NA
P39J,2017,NA
P39K,2015,NA
P39K,2016,NA
P39K,2017,NA
P39K,2018,NA
P3Q0,2021,11/29/2023
P3Q0,2022,11/29/2023
P3Q0,2023,11/29/2023
P4TQ,2017,NA
P4TQ,2018,NA
P4TQ,2019,NA
P4TQ,2020,NA
PL42,2015,2/28/2019
PL42,2016,2/28/2019
PL42,2017,2/28/2019
PL42,2018,2/28/2019
PL43,2018,6/28/2021
PL43,2019,6/28/2021
PL43,2020,6/28/2021
PL43,2021,6/28/2021
PL68,2015,6/9/2017
PL68,2016,6/9/2017
PL68,2017,6/9/2017
PL69,2015,NA
PL69,2016,NA
PL69,2017,NA
PL6P,2019,11/30/2022
PL6P,2020,11/30/2022
PL6P,2021,11/30/2022
PL6P,2022,11/30/2022
PL6T,2015,11/3/2022
PL6T,2016,11/3/2022
PL6T,2017,11/3/2022
PL6T,2018,11/3/2022
PL6V,2015,10/8/2022
PL6V,2016,10/8/2022
PL6V,2017,10/8/2022
PL6V,2018,10/8/2022
PL6V,2019,10/8/2022
PL6V,2020,10/8/2022
PL6V,2021,10/8/2022
PL70,2015,3/25/2022
PL70,2019,3/25/2022
PL70,2020,3/25/2022
PL70,2021,3/25/2022
PL71,2015,10/5/2023
PL71,2016,10/5/2023
PL71,2017,10/5/2023
PL71,2018,10/5/2023
PL71,2019,10/5/2023
PL75,2015,9/27/2023
PL75,2016,9/27/2023
PL75,2017,9/27/2023
PL75,2018,9/27/2023
PL75,2019,9/27/2023
PL75,2020,9/27/2023
PL75,2021,9/27/2023
PL75,2022,9/27/2023
PL75,2023,9/27/2023
PL75,2024,9/27/2023
PLKP,2015,11/23/2017
PLKP,2016,11/23/2017
PLKP,2017,11/23/2017
PN3J,2015,7/15/2015
PN3T,2015,12/1/2021
PN3T,2016,12/1/2021
PN3T,2017,12/1/2021
PN3T,2018,12/1/2021
PN3T,2019,12/1/2021
PN3T,2020,12/1/2021
PN3T,2021,12/1/2021
QYQ8,2015,NA
QYQ8,2016,NA
QYQ8,2017,NA
QYQ8,2018,NA
QYQ8,2019,NA
QYQ8,2020,NA
R0CC,2015,4/20/2016
R0CC,2016,4/20/2016
R0CC,2017,4/20/2016
R0CC,2018,4/20/2016
R0CC,2019,4/20/2016
R0CF,2015,11/23/2017
R0CF,2016,11/23/2017
R0CF,2017,11/23/2017
R0H7,2015,4/20/2016
R0H7,2016,4/20/2016
R0H7,2017,4/20/2016
R0HB,2015,4/20/2016
R0HB,2016,4/20/2016
R0HB,2017,4/20/2016
R0HJ,2015,4/20/2016
R0HJ,2016,4/20/2016
R0HJ,2017,4/20/2016
R0HJ,2018,4/20/2016
R0JH,2015,4/20/2016
R0JH,2016,4/20/2016
R0JH,2017,4/20/2016
R9QM,2018,9/27/2023
R9QM,2019,9/27/2023
R9QM,2020,9/27/2023
R9QM,2021,9/27/2023
R9QM,2022,9/27/2023
R9QM,2023,9/27/2023
R9QM,2024,9/27/2023
RH69,2018,NA
RHQT,2020,9/27/2023
RHQT,2021,9/27/2023
RHQT,2022,9/27/2023
RHQT,2023,9/27/2023
RHQT,2024,9/27/2023
RLFR,2020,12/1/2021
RLFR,2021,12/1/2021
RM7A,2019,NA
RM7A,2020,NA
RM7A,2021,NA
RV37,2015,11/1/2023
RV37,2016,11/1/2023
RV37,2017,11/1/2023
RV3J,2018,4/20/2021
RV3J,2019,4/20/2021
RV3J,2020,4/20/2021
RV3J,2021,4/20/2021
RV3X,2015,5/3/2022
RV3X,2016,5/3/2022
RV3X,2017,5/3/2022
RV3X,2018,5/3/2022
RV3X,2019,5/3/2022
RV4M,2015,NA
RV4N,2015,9/9/2015
RV4P,2015,6/9/2017
RV4P,2016,6/9/2017
RV4P,2017,6/9/2017
RV4R,2015,11/4/2020
RV4R,2016,11/4/2020
RV4R,2017,11/4/2020
RV4T,2015,NA
RV4T,2016,NA
RV4T,2017,NA
RV4X,2015,11/1/2023
RV4X,2016,11/1/2023
RV4X,2017,11/1/2023
RV4X,2018,11/1/2023
RV5C,2015,10/17/2022
RV5C,2016,10/17/2022
RV5C,2017,10/17/2022
RV5L,2015,1/24/2022
RV5L,2016,1/24/2022
RV5L,2017,1/24/2022
RV5L,2018,1/24/2022
RV5L,2019,1/24/2022
RV5V,2016,11/30/2019
RV5V,2017,11/30/2019
RV5V,2018,11/30/2019
RV5V,2019,11/30/2019
RV6H,2021,10/6/2023
RV6H,2022,10/6/2023
RV6H,2023,10/6/2023
RV6H,2024,10/6/2023
RV74,2015,6/9/2017
RV74,2016,6/9/2017
RV74,2017,6/9/2017
RV75,2015,10/8/2022
RV75,2016,10/8/2022
RV75,2017,10/8/2022
RV77,2015,NA
RV77,2016,NA
RV77,2017,NA
RY2G,2019,7/20/2023
RY2G,2020,7/20/2023
RY2G,2021,7/20/2023
RY2G,2022,7/20/2023
RY6K,2016,11/23/2017
RY6K,2017,11/23/2017
RY96,2017,8/9/2016
RY96,2018,8/9/2016
RY96,2019,8/9/2016
TA0J,2019,7/24/2023
TA0J,2020,7/24/2023
TA0J,2021,7/24/2023
TA0J,2022,7/24/2023
TA0J,2023,7/24/2023
TH67,2015,10/2/2020
TH67,2016,10/2/2020
TH67,2017,10/2/2020
TH67,2018,10/2/2020
TH67,2019,10/2/2020
TH68,2015,3/28/2017
TH68,2016,3/28/2017
TH68,2017,3/28/2017
TH68,2018,3/28/2017
TH68,2019,3/28/2017
TH69,2015,3/28/2017
TH69,2016,3/28/2017
TH69,2017,3/28/2017
TH69,2018,3/28/2017
TH69,2019,3/28/2017
TH69,2020,3/28/2017
TH6B,2015,3/28/2017
TH6B,2016,3/28/2017
TH6B,2017,3/28/2017
TH6B,2018,3/28/2017
TH6B,2019,3/28/2017
TH6C,2015,NA
TH6C,2016,NA
TH6C,2017,NA
TH6C,2018,NA
TH6F,2015,NA
TH6F,2016,NA
TH6F,2017,NA
TH6F,2018,NA
TH6F,2019,NA
TH6F,2020,NA
TH6F,2021,NA
TH6G,2015,NA
TH6G,2016,NA
TH6G,2017,NA
TH6G,2018,NA
TH6H,2015,9/27/2023
TH6H,2016,9/27/2023
TH6H,2017,9/27/2023
TH6H,2018,9/27/2023
TH6H,2019,9/27/2023
TH6H,2020,9/27/2023
TH6H,2021,9/27/2023
TH6H,2022,9/27/2023
TH6H,2023,9/27/2023
TH6H,2024,9/27/2023
TH6J,2015,NA
TH6J,2016,NA
TH6J,2017,NA
TH6J,2018,NA
TH6J,2019,NA
TH6K,2015,9/27/2023
TH6K,2016,9/27/2023
TH6K,2017,9/27/2023
TH6K,2018,9/27/2023
TH6K,2019,9/27/2023
TH6K,2020,9/27/2023
TH6K,2021,9/27/2023
TH6K,2022,9/27/2023
TH6K,2023,9/27/2023
TH6K,2024,9/27/2023
TH6L,2015,7/21/2023
TH6L,2016,7/21/2023
TH6L,2017,7/21/2023
TH6M,2015,NA
TH6M,2016,NA
TH6M,2017,NA
TH6M,2018,NA
TH6N,2015,NA
TH6N,2016,NA
TH6N,2017,NA
TH6N,2018,NA
TH6P,2015,NA
TH6P,2016,NA
TH6P,2017,NA
TH6P,2018,NA
TH6Q,2015,NA
TH6Q,2016,NA
TH6Q,2017,NA
TH6Q,2018,NA
TH6R,2015,NA
TH6R,2016,NA
TH6R,2017,NA
TH6R,2018,NA
TH6T,2017,6/8/2021
TH6T,2018,6/8/2021
TH6T,2019,6/8/2021
TH6T,2020,6/8/2021
TH6V,2015,12/1/2021
TH6V,2016,12/1/2021
TH6V,2017,12/1/2021
TH6V,2018,12/1/2021
TH6V,2019,12/1/2021
TH6V,2020,12/1/2021
TH6V,2021,12/1/2021
TH6W,2015,3/28/2017
TH6W,2016,3/28/2017
TH6W,2017,3/28/2017
TH6W,2018,3/28/2017
TH6X,2015,3/28/2017
TH6X,2016,3/28/2017
TH6X,2017,3/28/2017
TH6X,2018,3/28/2017
TH6X,2019,3/28/2017
TH6Y,2017,12/1/2021
TH6Y,2018,12/1/2021
TH6Y,2019,12/1/2021
TH6Y,2020,12/1/2021
TH6Y,2021,12/1/2021
TH70,2017,NA
TH70,2018,NA
TH70,2019,NA
TH71,2015,NA
TH71,2016,NA
TH71,2017,NA
TH71,2018,NA
TH72,2015,1/12/2018
TH72,2016,1/12/2018
TH72,2017,1/12/2018
TH73,2015,NA
TH73,2016,NA
TH73,2017,NA
VL6F,2017,12/1/2021
VL6F,2018,12/1/2021
VL6F,2019,12/1/2021
VL6F,2020,12/1/2021
VL6F,2021,12/1/2021
VL6F,2022,12/1/2021
VPJF,2021,7/22/2024
VPJF,2022,7/22/2024
VPJF,2023,7/22/2024
VPJF,2024,7/22/2024
VPNG,2017,11/3/2022
VPNG,2018,11/3/2022
VPNG,2019,11/3/2022
VPNG,2020,11/3/2022
VPNG,2021,11/3/2022
VT6K,2017,5/21/2024
VT6K,2018,5/21/2024
VT6K,2019,5/21/2024
VT6K,2020,5/21/2024
VT6R,2017,3/25/2022
VT6R,2018,3/25/2022
VT6R,2019,3/25/2022
VT6R,2020,3/25/2022
VT75,2018,NA
VT75,2019,NA
VT75,2020,NA
VT78,2017,9/27/2023
VT78,2018,9/27/2023
VT78,2019,9/27/2023
VT78,2020,9/27/2023
VT78,2021,9/27/2023
VT78,2022,9/27/2023
VT78,2023,9/27/2023
VT78,2024,9/27/2023
VT81,2017,9/18/2023
VT81,2018,9/18/2023
VT81,2019,9/18/2023
VT81,2020,9/18/2023
VT81,2021,9/18/2023
VT81,2022,9/18/2023
VT81,2023,9/18/2023
VW9Y,2018,6/29/2023
VW9Y,2019,6/29/2023
VW9Y,2020,6/29/2023
VW9Y,2021,6/29/2023
VW9Y,2022,6/29/2023
W7KX,2019,7/24/2023
W7KX,2020,7/24/2023
W7KX,2021,7/24/2023
W7KX,2022,7/24/2023
W7KX,2023,7/24/2023
W9WY,2018,NA
W9WY,2019,NA
W9Y8,2018,NA
W9Y8,2019,NA
W9YJ,2018,NA
W9YJ,2019,NA
WA6G,2021,9/27/2023
WA6G,2022,9/27/2023
WA6G,2023,9/27/2023
WA6G,2024,9/27/2023
WCV1,2019,11/30/2019
WH67,2015,NA
WH67,2016,NA
WH67,2017,NA
WH67,2018,NA
WH67,2019,NA
WH67,2020,NA
WH69,2015,10/20/2017
WH69,2016,10/20/2017
WH69,2017,10/20/2017
WTQ0,2017,8/14/2021
WTQ0,2018,8/14/2021
WTQ0,2019,8/14/2021
X43M,2017,2/7/2020
X43M,2018,2/7/2020
X43M,2019,2/7/2020
X5B2,2015,NA
X5B2,2016,NA
X5B2,2017,NA
X5B3,2016,NA
X5B3,2017,NA
X5B3,2018,NA
X5B3,2019,NA
X5B4,2016,NA
X5B4,2017,NA
X5B4,2018,NA
X5B4,2019,NA
X5B5,2016,NA
X5B5,2017,NA
X5B5,2018,NA
X5B5,2019,NA
X5B6,2018,7/1/2021
X5B6,2019,7/1/2021
X5B6,2020,7/1/2021
X5B6,2021,7/1/2021
X5B7,2016,NA
X5B7,2017,NA
X5B7,2018,NA
X5B7,2019,NA
X5B8,2016,NA
X5B8,2017,NA
X5B9,2016,NA
X5B9,2017,NA
X5BB,2016,NA
X5BB,2017,NA
X5BC,2016,NA
X5BC,2017,NA
X5BF,2017,NA
X5BF,2018,NA
X5BF,2019,NA
X5BG,2017,NA
X5BG,2018,NA
X5BG,2019,NA
X5BG,2020,NA
X5BH,2017,NA
X5BH,2018,NA
X5BH,2019,NA
X5BH,2020,NA
X5BJ,2018,9/27/2023
X5BJ,2019,9/27/2023
X5BJ,2020,9/27/2023
X5BJ,2021,9/27/2023
X5BJ,2022,9/27/2023
X5BJ,2023,9/27/2023
X5BJ,2024,9/27/2023
X5BK,2019,3/2/2022
X5BK,2020,3/2/2022
X5BK,2021,3/2/2022
X5BK,2022,3/2/2022
X5BL,2017,NA
X5BL,2018,NA
X5BL,2019,NA
X5BL,2020,NA
X5BM,2017,2/22/2024
X5BM,2018,2/22/2024
X5BM,2019,2/22/2024
X5BM,2020,2/22/2024
X5BM,2021,2/22/2024
X5BM,2022,2/22/2024
X5BM,2023,2/22/2024
X5BM,2024,2/22/2024
X5BN,2019,3/2/2022
X5BN,2020,3/2/2022
X5BN,2021,3/2/2022
X5BN,2022,3/2/2022
X5BP,2017,NA
X5BP,2018,NA
X5BP,2019,NA
X5BQ,2017,NA
X5BQ,2018,NA
X5BQ,2019,NA
X5BQ,2020,NA
XHRH,2019,9/27/2023
XHRH,2020,9/27/2023
XHRH,2021,9/27/2023
XHRH,2022,9/27/2023
XHRH,2023,9/27/2023
XHRH,2024,9/27/2023
XJMN,2020,7/24/2023
XJMN,2021,7/24/2023
XJMN,2022,7/24/2023
XJMN,2023,7/24/2023
XRH6,2017,NA
XRH6,2018,NA
XRH6,2019,NA
XRJH,2020,NA
XVB6,2019,9/22/2019
XWTR,2018,11/3/2022
XWTR,2019,11/3/2022
XX0P,2019,8/8/2023
XX0P,2020,8/8/2023
XX0P,2021,8/8/2023
XX0P,2022,8/8/2023
XXMY,2020,7/24/2023
XXMY,2021,7/24/2023
XXMY,2022,7/24/2023
XXMY,2023,7/24/2023
Y7XW,2018,12/27/2019
YARA,2019,12/1/2020
YARA,2020,12/1/2020
YARY,2019,7/24/2023
YARY,2020,7/24/2023
YARY,2021,7/24/2023
YARY,2022,7/24/2023
YARY,2023,7/24/2023
YBCB,2018,10/6/2023
YBCB,2019,10/6/2023
YBCB,2020,10/6/2023
YBCB,2021,10/6/2023
YBCB,2022,10/6/2023
YBCB,2023,10/6/2023
YBCB,2024,10/6/2023
YYW4,2021,11/29/2023
YYW4,2022,11/29/2023
YYW4,2023,11/29/2023
YYX2,2021,10/18/2024
YYX2,2022,10/18/2024
YYX2,2023,10/18/2024
YYX2,2024,10/18/2024
YYX3,2020,10/6/2023
YYX3,2021,10/6/2023
YYX3,2022,10/6/2023
YYX3,2023,10/6/2023
YYX3,2024,10/6/2023
YYYN,2020,12/1/2021
YYYN,2021,12/1/2021
YYYN,2022,12/1/2021
